Time,CameraA Max,,mean,std,SE,,,,,,,,,
20221215_174402,555,,,,,,,,,,,,,
20221215_174402,579,,,,,,,,,,,,,
20221215_174402,591,,,,,,,,,,,,,
20221215_174402,575,,,,,,,,,,,,,
20221215_174402,577,,,,,,,,,,,,,
20221215_174402,591,,,,,,,,,,,,,
20221215_174402,481,,,,,,,,,,,,,
20221215_174402,595,,,,,,,,,,,,,
20221215_174402,475,,,,,,,,,,,,,
20221215_174402,518,,,,,,,,,,,,,
20221215_174402,535,,,,,,,,,,,,,
20221215_174402,520,,,,,,,,,,,,,
20221215_174402,583,,,,,,,,,,,,,
20221215_174402,620,,,,,,,,,,,,,
20221215_174402,483,,,,,,,,,,,,,
20221215_174403,500,,,,,,,,,,,,,
20221215_174403,532,,,,,,,,,,,,,
20221215_174403,512,,,,,,,,,,,,,
20221215_174403,546,,,,,,,,,,,,,
20221215_174403,535,,,,,,,,,,,,,
20221215_174403,602,,,,,,,,,,,,,
20221215_174403,455,,,,,,,,,,,,,
20221215_174403,564,,,,,,,,,,,,,
20221215_174403,587,,,,,,,,,,,,,
20221215_174403,497,,,,,,,,,,,,,
20221215_174403,553,,,,,,,,,,,,,
20221215_174403,549,,,,,,,,,,,,,
20221215_174403,544,,,,,,,,,,,,,
20221215_174403,611,,,,,,,,,,,,,
20221215_174403,518,,,,,,,,,,,,,
20221215_174403,574,,,,,,,,,,,,,
20221215_174403,571,,,,,,,,,,,,,
20221215_174403,579,,,,,,,,,,,,,
20221215_174404,552,,,,,,,,,,,,,
20221215_174404,497,,,,,,,,,,,,,
20221215_174404,512,,,,,,,,,,,,,
20221215_174404,519,,,,,,,,,,,,,
20221215_174404,541,,,,,,,,,,,,,
20221215_174404,531,,,,,,,,,,,,,
20221215_174404,556,,,,,,,,,,,,,
20221215_174404,540,,,,,,,,,,,,,
20221215_174404,489,,,,,,,,,,,,,
20221215_174404,564,,,,,,,,,,,,,
20221215_174404,569,,,,,,,,,,,,,
20221215_174404,586,,,,,,,,,,,,,
20221215_174404,522,,,,,,,,,,,,,
20221215_174404,502,,,,,,,,,,,,,
20221215_174404,591,,,,,,,,,,,,,
20221215_174404,504,,,,,,,,,,,,,
20221215_174404,499,,,,,,,,,,,,,
20221215_174405,545,,,,,,,,,,,,,
20221215_174405,571,,,,,,,,,,,,,
20221215_174405,556,,,,,,,,,,,,,
20221215_174405,517,,,,,,,,,,,,,
20221215_174405,527,,,,,,,,,,,,,
20221215_174405,485,,,,,,,,,,,,,
20221215_174405,541,,,,,,,,,,,,,
20221215_174405,510,,,,,,,,,,,,,
20221215_174405,570,,,,,,,,,,,,,
20221215_174405,564,,,,,,,,,,,,,
20221215_174405,549,,,,,,,,,,,,,
20221215_174405,545,,,,,,,,,,,,,
20221215_174405,575,,,,,,,,,,,,,
20221215_174405,553,,,,,,,,,,,,,
20221215_174405,504,,,,,,,,,,,,,
20221215_174405,560,,,,,,,,,,,,,
20221215_174405,560,,,,,,,,,,,,,
20221215_174405,510,,,,,,,,,,,,,
20221215_174406,582,,,,,,,,,,,,,
20221215_174406,497,,,,,,,,,,,,,
20221215_174406,498,,,,,,,,,,,,,
20221215_174406,552,,,,,,,,,,,,,
20221215_174406,510,,,,,,,,,,,,,
20221215_174406,585,,,,,,,,,,,,,
20221215_174406,529,,,,,,,,,,,,,
20221215_174406,575,,,,,,,,,,,,,
20221215_174406,543,,,,,,,,,,,,,
20221215_174406,477,,,,,,,,,,,,,
20221215_174406,585,,,,,,,,,,,,,
20221215_174406,540,,,,,,,,,,,,,
20221215_174406,552,,,,,,,,,,,,,
20221215_174406,562,,,,,,,,,,,,,
20221215_174406,632,,,,,,,,,,,,,
20221215_174406,512,,,,,,,,,,,,,
20221215_174406,564,,,,,,,,,,,,,
20221215_174406,518,,,,,,,,,,,,,
20221215_174407,542,,,,,,,,,,,,,
20221215_174407,544,,,,,,,,,,,,,
20221215_174407,549,,,,,,,,,,,,,
20221215_174407,543,,,,,,,,,,,,,
20221215_174407,533,,,,,,,,,,,,,
20221215_174407,565,,,,,,,,,,,,,
20221215_174407,540,,,,,,,,,,,,,
20221215_174407,563,,,,,,,,,,,,,
20221215_174407,527,,,,,,,,,,,,,
20221215_174407,571,,,,,,,,,,,,,
20221215_174407,531,,,,,,,,,,,,,
20221215_174407,511,,,,,,,,,,,,,
20221215_174407,530,,,,,,,,,,,,,
20221215_174407,565,,,,,,,,,,,,,
20221215_174407,539,,,,,,,,,,,,,
20221215_174407,590,,,,,,,,,,,,,
20221215_174407,574,,,,,,,,,,,,,
20221215_174407,521,,,,,,,,,,,,,
20221215_174408,451,,,,,,,,,,,,,
20221215_174408,592,,,,,,,,,,,,,
20221215_174408,606,,,,,,,,,,,,,
20221215_174408,546,,,,,,,,,,,,,
20221215_174408,534,,,,,,,,,,,,,
20221215_174408,587,,,,,,,,,,,,,
20221215_174408,498,,,,,,,,,,,,,
20221215_174408,540,,,,,,,,,,,,,
20221215_174408,450,,,,,,,,,,,,,
20221215_174408,573,,,,,,,,,,,,,
20221215_174408,496,,,,,,,,,,,,,
20221215_174408,522,,,,,,,,,,,,,
20221215_174408,598,,,,,,,,,,,,,
20221215_174408,516,,,,,,,,,,,,,
20221215_174408,551,,,,,,,,,,,,,
20221215_174408,560,,,,,,,,,,,,,
20221215_174408,473,,,,,,,,,,,,,
20221215_174409,492,,,,,,,,,,,,,
20221215_174409,524,,,,,,,,,,,,,
20221215_174409,539,,,,,,,,,,,,,
20221215_174409,539,,,,,,,,,,,,,
20221215_174409,559,,,,,,,,,,,,,
20221215_174409,547,,,,,,,,,,,,,
20221215_174409,520,,,,,,,,,,,,,
20221215_174409,506,,,,,,,,,,,,,
20221215_174409,571,,,,,,,,,,,,,
20221215_174409,502,,,,,,,,,,,,,
20221215_174409,546,,,,,,,,,,,,,
20221215_174409,566,,,,,,,,,,,,,
20221215_174409,545,,,,,,,,,,,,,
20221215_174409,607,,,,,,,,,,,,,
20221215_174409,535,,,,,,,,,,,,,
20221215_174409,562,,,,,,,,,,,,,
20221215_174409,522,,,,,,,,,,,,,
20221215_174409,604,,,,,,,,,,,,,
20221215_174410,544,,,,,,,,,,,,,
20221215_174410,582,,,,,,,,,,,,,
20221215_174410,600,,,,,,,,,,,,,
20221215_174410,533,,,,,,,,,,,,,
20221215_174410,509,,,,,,,,,,,,,
20221215_174410,588,,,,,,,,,,,,,
20221215_174410,521,,,,,,,,,,,,,
20221215_174410,502,,,,,,,,,,,,,
20221215_174410,498,,,,,,,,,,,,,
20221215_174410,521,,,,,,,,,,,,,
20221215_174410,488,,,,,,,,,,,,,
20221215_174410,576,,,,,,,,,,,,,
20221215_174410,488,,,,,,,,,,,,,
20221215_174410,517,,,,,,,,,,,,,
20221215_174410,493,,,,,,,,,,,,,
20221215_174410,580,,,,,,,,,,,,,
20221215_174410,503,,,,,,,,,,,,,
20221215_174410,510,,,,,,,,,,,,,
20221215_174411,608,,,,,,,,,,,,,
20221215_174411,588,,,,,,,,,,,,,
20221215_174411,516,,,,,,,,,,,,,
20221215_174411,527,,,,,,,,,,,,,
20221215_174411,510,,,,,,,,,,,,,
20221215_174411,522,,,,,,,,,,,,,
20221215_174411,526,,,,,,,,,,,,,
20221215_174411,540,,,,,,,,,,,,,
20221215_174411,565,,,,,,,,,,,,,
20221215_174411,475,,,,,,,,,,,,,
20221215_174411,531,,,,,,,,,,,,,
20221215_174411,572,,,,,,,,,,,,,
20221215_174411,523,,,,,,,,,,,,,
20221215_174411,578,,,,,,,,,,,,,
20221215_174411,520,,,,,,,,,,,,,
20221215_174411,543,,,,,,,,,,,,,
20221215_174411,555,,,,,,,,,,,,,
20221215_174411,519,,,,,,,,,,,,,
20221215_174412,572,,,,,,,,,,,,,
20221215_174412,486,,,,,,,,,,,,,
20221215_174412,495,,,,,,,,,,,,,
20221215_174412,608,,,,,,,,,,,,,
20221215_174412,582,,,,,,,,,,,,,
20221215_174412,533,,,,,,,,,,,,,
20221215_174412,520,,,,,,,,,,,,,
20221215_174412,562,,,,,,,,,,,,,
20221215_174412,540,,,,,,,,,,,,,
20221215_174412,579,,,,,,,,,,,,,
20221215_174412,631,,,,,,,,,,,,,
20221215_174412,538,,,,,,,,,,,,,
20221215_174412,566,,,,,,,,,,,,,
20221215_174412,546,,,,,,,,,,,,,
20221215_174412,553,,,,,,,,,,,,,
20221215_174412,534,,,,,,,,,,,,,
20221215_174412,569,,,,,,,,,,,,,
20221215_174413,563,,,,,,,,,,,,,
20221215_174413,617,,,,,,,,,,,,,
20221215_174413,597,,,,,,,,,,,,,
20221215_174413,498,,,,,,,,,,,,,
20221215_174413,499,,,,,,,,,,,,,
20221215_174413,457,,,,,,,,,,,,,
20221215_174413,550,,,,,,,,,,,,,
20221215_174413,494,,,,,,,,,,,,,
20221215_174413,497,,,,,,,,,,,,,
20221215_174413,553,,,,,,,,,,,,,
20221215_174413,560,,,,,,,,,,,,,
20221215_174413,537,,,,,,,,,,,,,
20221215_174413,455,,,,,,,,,,,,,
20221215_174413,511,,,,,,,,,,,,,
20221215_174413,541,,,,,,,,,,,,,
20221215_174413,500,,,,,,,,,,,,,
20221215_174413,530,,,,,,,,,,,,,
20221215_174413,515,,,,,,,,,,,,,
20221215_174414,569,,,,,,,,,,,,,
20221215_174414,530,,,,,,,,,,,,,
20221215_174414,563,,,,,,,,,,,,,
20221215_174414,524,,,,,,,,,,,,,
20221215_174414,512,,,,,,,,,,,,,
20221215_174414,563,,,,,,,,,,,,,
20221215_174414,561,,,,,,,,,,,,,
20221215_174414,516,,,,,,,,,,,,,
20221215_174414,484,,,,,,,,,,,,,
20221215_174414,565,,,,,,,,,,,,,
20221215_174414,529,,,,,,,,,,,,,
20221215_174414,573,,,,,,,,,,,,,
20221215_174414,537,,,,,,,,,,,,,
20221215_174414,535,,,,,,,,,,,,,
20221215_174414,573,,,,,,,,,,,,,
20221215_174414,485,,,,,,,,,,,,,
20221215_174414,539,,,,,,,,,,,,,
20221215_174414,559,,,,,,,,,,,,,
20221215_174415,515,,,,,,,,,,,,,
20221215_174415,581,,,,,,,,,,,,,
20221215_174415,579,,,,,,,,,,,,,
20221215_174415,441,,,,,,,,,,,,,
20221215_174415,569,,,,,,,,,,,,,
20221215_174415,513,,,,,,,,,,,,,
20221215_174415,514,,,,,,,,,,,,,
20221215_174415,536,,,,,,,,,,,,,
20221215_174415,481,,,,,,,,,,,,,
20221215_174415,592,,,,,,,,,,,,,
20221215_174415,451,,,,,,,,,,,,,
20221215_174415,499,,,,,,,,,,,,,
20221215_174415,522,,,,,,,,,,,,,
20221215_174415,580,,,,,,,,,,,,,
20221215_174415,597,,,,,,,,,,,,,
20221215_174415,538,,,,,,,,,,,,,
20221215_174415,516,,,,,,,,,,,,,
20221215_174415,574,,,,,,,,,,,,,
20221215_174416,512,,,,,,,,,,,,,
20221215_174416,546,,,,,,,,,,,,,
20221215_174416,587,,,,,,,,,,,,,
20221215_174416,542,,,,,,,,,,,,,
20221215_174416,491,,,,,,,,,,,,,
20221215_174416,556,,,,,,,,,,,,,
20221215_174416,543,,,,,,,,,,,,,
20221215_174416,538,,,,,,,,,,,,,
20221215_174416,533,,,,,,,,,,,,,
20221215_174416,572,,,,,,,,,,,,,
20221215_174416,555,,,,,,,,,,,,,
20221215_174416,501,,,,,,,,,,,,,
20221215_174416,493,,,,,,,,,,,,,
20221215_174416,571,,,,,,,,,,,,,
20221215_174416,555,,,,,,,,,,,,,
20221215_174416,520,,,,,,,,,,,,,
20221215_174416,537,,,,,,,,,,,,,
20221215_174417,535,,,,,,,,,,,,,
20221215_174417,511,,,,,,,,,,,,,
20221215_174417,525,,,,,,,,,,,,,
20221215_174417,501,,,,,,,,,,,,,
20221215_174417,578,,,,,,,,,,,,,
20221215_174417,515,,,,,,,,,,,,,
20221215_174417,468,,,,,,,,,,,,,
20221215_174417,472,,,,,,,,,,,,,
20221215_174417,557,,,,,,,,,,,,,
20221215_174417,553,,,,,,,,,,,,,
20221215_174417,550,,,,,,,,,,,,,
20221215_174417,545,,,,,,,,,,,,,
20221215_174417,466,,,,,,,,,,,,,
20221215_174417,556,,,,,,,,,,,,,
20221215_174417,498,,,,,,,,,,,,,
20221215_174417,496,,,,,,,,,,,,,
20221215_174417,512,,,,,,,,,,,,,
20221215_174417,586,,,,,,,,,,,,,
20221215_174418,534,,,,,,,,,,,,,
20221215_174418,556,,,,,,,,,,,,,
20221215_174418,533,,,,,,,,,,,,,
20221215_174418,542,,,,,,,,,,,,,
20221215_174418,560,,,,,,,,,,,,,
20221215_174418,535,,,,,,,,,,,,,
20221215_174418,521,,,,,,,,,,,,,
20221215_174418,480,,,,,,,,,,,,,
20221215_174418,491,,,,,,,,,,,,,
20221215_174418,481,,,,,,,,,,,,,
20221215_174418,512,,,,,,,,,,,,,
20221215_174418,554,,,,,,,,,,,,,
20221215_174418,611,,,,,,,,,,,,,
20221215_174418,596,,,,,,,,,,,,,
20221215_174418,476,,,,,,,,,,,,,
20221215_174418,541,,,,,,,,,,,,,
20221215_174418,504,,,,,,,,,,,,,
20221215_174418,556,,,,,,,,,,,,,
20221215_174419,536,,,,,,,,,,,,,
20221215_174419,537,,,,,,,,,,,,,
20221215_174419,545,,,,,,,,,,,,,
20221215_174419,545,,,,,,,,,,,,,
20221215_174419,613,,,,,,,,,,,,,
20221215_174419,514,,,,,,,,,,,,,
20221215_174419,560,,,,,,,,,,,,,
20221215_174419,515,,,,,,,,,,,,,
20221215_174419,557,,,,,,,,,,,,,
20221215_174419,595,,,,,,,,,,,,,
20221215_174419,486,,,,,,,,,,,,,
20221215_174419,484,,,,,,,,,,,,,
20221215_174419,543,,,,,,,,,,,,,
20221215_174419,480,,,,,,,,,,,,,
20221215_174419,542,,,,,,,,,,,,,
20221215_174419,560,,,,,,,,,,,,,
20221215_174419,549,,,,,,,,,,,,,
20221215_174419,513,,,,,,,,,,,,,
20221215_174420,542,,,,,,,,,,,,,
20221215_174420,546,,,,,,,,,,,,,
20221215_174420,558,,,,,,,,,,,,,
20221215_174420,537,,,,,,,,,,,,,
20221215_174420,546,,,,,,,,,,,,,
20221215_174420,620,,,,,,,,,,,,,
20221215_174420,490,,,,,,,,,,,,,
20221215_174420,493,,,,,,,,,,,,,
20221215_174420,580,,,,,,,,,,,,,
20221215_174420,600,,,,,,,,,,,,,
20221215_174420,523,,,,,,,,,,,,,
20221215_174420,516,,,,,,,,,,,,,
20221215_174420,490,,,,,,,,,,,,,
20221215_174420,483,,,,,,,,,,,,,
20221215_174420,644,,,,,,,,,,,,,
20221215_174420,480,,,,,,,,,,,,,
20221215_174420,663,,,,,,,,,,,,,
20221215_174420,559,,,,,,,,,,,,,
20221215_174421,565,,,,,,,,,,,,,
20221215_174421,534,,,,,,,,,,,,,
20221215_174421,502,,,,,,,,,,,,,
20221215_174421,468,,,,,,,,,,,,,
20221215_174421,495,,,,,,,,,,,,,
20221215_174421,517,,,,,,,,,,,,,
20221215_174421,571,,,,,,,,,,,,,
20221215_174421,607,,,,,,,,,,,,,
20221215_174421,596,,,,,,,,,,,,,
20221215_174421,525,,,,,,,,,,,,,
20221215_174421,506,,,,,,,,,,,,,
20221215_174421,540,,,,,,,,,,,,,
20221215_174421,565,,,,,,,,,,,,,
20221215_174421,516,,,,,,,,,,,,,
20221215_174421,564,,,,,,,,,,,,,
20221215_174421,456,,,,,,,,,,,,,
20221215_174421,530,,,,,,,,,,,,,
20221215_174422,542,,,,,,,,,,,,,
20221215_174422,590,,,,,,,,,,,,,
20221215_174422,459,,,,,,,,,,,,,
20221215_174422,511,,,,,,,,,,,,,
20221215_174422,519,,,,,,,,,,,,,
20221215_174422,532,,,,,,,,,,,,,
20221215_174422,540,,,,,,,,,,,,,
20221215_174422,536,,,,,,,,,,,,,
20221215_174422,550,,,,,,,,,,,,,
20221215_174422,551,,,,,,,,,,,,,
20221215_174422,577,,,,,,,,,,,,,
20221215_174422,498,,,,,,,,,,,,,
20221215_174422,545,,,,,,,,,,,,,
20221215_174422,474,,,,,,,,,,,,,
20221215_174422,571,,,,,,,,,,,,,
20221215_174422,582,,,,,,,,,,,,,
20221215_174422,480,,,,,,,,,,,,,
20221215_174422,511,,,,,,,,,,,,,
20221215_174423,555,,,,,,,,,,,,,
20221215_174423,468,,,,,,,,,,,,,
20221215_174423,486,,,,,,,,,,,,,
20221215_174423,518,,,,,,,,,,,,,
20221215_174423,495,,,,,,,,,,,,,
20221215_174423,572,,,,,,,,,,,,,
20221215_174423,553,,,,,,,,,,,,,
20221215_174423,497,,,,,,,,,,,,,
20221215_174423,567,,,,,,,,,,,,,
20221215_174423,588,,,,,,,,,,,,,
20221215_174423,538,,,,,,,,,,,,,
20221215_174423,556,,,,,,,,,,,,,
20221215_174423,486,,,,,,,,,,,,,
20221215_174423,604,,,,,,,,,,,,,
20221215_174423,573,,,,,,,,,,,,,
20221215_174423,483,,,,,,,,,,,,,
20221215_174423,551,,,,,,,,,,,,,
20221215_174423,550,,,,,,,,,,,,,
20221215_174424,478,,,,,,,,,,,,,
20221215_174424,531,,,,,,,,,,,,,
20221215_174424,607,,,,,,,,,,,,,
20221215_174424,494,,,,,,,,,,,,,
20221215_174424,475,,,,,,,,,,,,,
20221215_174424,516,,,,,,,,,,,,,
20221215_174424,580,,,,,,,,,,,,,
20221215_174424,503,,,,,,,,,,,,,
20221215_174424,477,,,,,,,,,,,,,
20221215_174424,515,,,,,,,,,,,,,
20221215_174424,498,,,,,,,,,,,,,
20221215_174424,590,,,,,,,,,,,,,
20221215_174424,541,,,,,,,,,,,,,
20221215_174424,531,,,,,,,,,,,,,
20221215_174424,542,,,,,,,,,,,,,
20221215_174424,554,,,,,,,,,,,,,
20221215_174424,560,,,,,,,,,,,,,
20221215_174424,614,,,,,,,,,,,,,
20221215_174425,542,,,,,,,,,,,,,
20221215_174425,486,,,,,,,,,,,,,
20221215_174425,517,,,,,,,,,,,,,
20221215_174425,558,,,,,,,,,,,,,
20221215_174425,465,,,,,,,,,,,,,
20221215_174425,481,,,,,,,,,,,,,
20221215_174425,522,,,,,,,,,,,,,
20221215_174425,550,,,,,,,,,,,,,
20221215_174425,564,,,,,,,,,,,,,
20221215_174425,569,,,,,,,,,,,,,
20221215_174425,458,,,,,,,,,,,,,
20221215_174425,504,,,,,,,,,,,,,
20221215_174425,610,,,,,,,,,,,,,
20221215_174425,536,,,,,,,,,,,,,
20221215_174425,648,,,,,,,,,,,,,
20221215_174425,516,,,,,,,,,,,,,
20221215_174425,457,,,,,,,,,,,,,
20221215_174426,529,,,,,,,,,,,,,
20221215_174426,540,,,,,,,,,,,,,
20221215_174426,553,,,,,,,,,,,,,
20221215_174426,494,,,,,,,,,,,,,
20221215_174426,614,,,,,,,,,,,,,
20221215_174426,499,,,,,,,,,,,,,
20221215_174426,565,,,,,,,,,,,,,
20221215_174426,517,,,,,,,,,,,,,
20221215_174426,545,,,,,,,,,,,,,
20221215_174426,565,,,,,,,,,,,,,
20221215_174426,525,,,,,,,,,,,,,
20221215_174426,526,,,,,,,,,,,,,
20221215_174426,493,,,,,,,,,,,,,
20221215_174426,596,,,,,,,,,,,,,
20221215_174426,601,,,,,,,,,,,,,
20221215_174426,622,,,,,,,,,,,,,
20221215_174426,540,,,,,,,,,,,,,
20221215_174426,540,,,,,,,,,,,,,
20221215_174427,572,,,,,,,,,,,,,
20221215_174427,511,,,,,,,,,,,,,
20221215_174427,483,,,,,,,,,,,,,
20221215_174427,594,,,,,,,,,,,,,
20221215_174427,570,,,,,,,,,,,,,
20221215_174427,476,,,,,,,,,,,,,
20221215_174427,584,,,,,,,,,,,,,
20221215_174427,457,,,,,,,,,,,,,
20221215_174427,566,,,,,,,,,,,,,
20221215_174427,494,,,,,,,,,,,,,
20221215_174427,544,,,,,,,,,,,,,
20221215_174427,599,,,,,,,,,,,,,
20221215_174427,605,,,,,,,,,,,,,
20221215_174427,509,,,,,,,,,,,,,
20221215_174427,552,,,,,,,,,,,,,
20221215_174427,578,,,,,,,,,,,,,
20221215_174427,462,,,,,,,,,,,,,
20221215_174427,558,,,,,,,,,,,,,
20221215_174428,554,,,,,,,,,,,,,
20221215_174428,559,,,,,,,,,,,,,
20221215_174428,525,,,,,,,,,,,,,
20221215_174428,577,,,,,,,,,,,,,
20221215_174428,531,,,,,,,,,,,,,
20221215_174428,600,,,,,,,,,,,,,
20221215_174428,565,,,,,,,,,,,,,
20221215_174428,515,,,,,,,,,,,,,
20221215_174428,550,,,,,,,,,,,,,
20221215_174428,516,,,,,,,,,,,,,
20221215_174428,475,,,,,,,,,,,,,
20221215_174428,610,,,,,,,,,,,,,
20221215_174428,561,,,,,,,,,,,,,
20221215_174428,521,,,,,,,,,,,,,
20221215_174428,543,,,,,,,,,,,,,
20221215_174428,494,,,,,,,,,,,,,
20221215_174428,588,,,,,,,,,,,,,
20221215_174428,513,,,,,,,,,,,,,
20221215_174429,561,,,,,,,,,,,,,
20221215_174429,509,,,,,,,,,,,,,
20221215_174429,502,,,,,,,,,,,,,
20221215_174429,595,,,,,,,,,,,,,
20221215_174429,490,,,,,,,,,,,,,
20221215_174429,598,,,,,,,,,,,,,
20221215_174429,469,,,,,,,,,,,,,
20221215_174429,444,,,,,,,,,,,,,
20221215_174429,505,,,,,,,,,,,,,
20221215_174429,555,,,,,,,,,,,,,
20221215_174429,628,,,,,,,,,,,,,
20221215_174429,533,,,,,,,,,,,,,
20221215_174429,511,,,,,,,,,,,,,
20221215_174429,527,,,,,,,,,,,,,
20221215_174429,542,,,,,,,,,,,,,
20221215_174429,537,,,,,,,,,,,,,
20221215_174429,542,,,,,,,,,,,,,
20221215_174430,484,,,,,,,,,,,,,
20221215_174430,514,,,,,,,,,,,,,
20221215_174430,507,,,,,,,,,,,,,
20221215_174430,560,,,,,,,,,,,,,
20221215_174430,566,,,,,,,,,,,,,
20221215_174430,576,,,,,,,,,,,,,
20221215_174430,503,,,,,,,,,,,,,
20221215_174430,595,,,,,,,,,,,,,
20221215_174430,544,,,,,,,,,,,,,
20221215_174430,496,,,,,,,,,,,,,
20221215_174430,575,,,,,,,,,,,,,
20221215_174430,608,,,,,,,,,,,,,
20221215_174430,434,,,,,,,,,,,,,
20221215_174430,538,,,,,,,,,,,,,
20221215_174430,520,,,,,,,,,,,,,
20221215_174430,494,,,,,,,,,,,,,
20221215_174430,519,,,,,,,,,,,,,
20221215_174430,544,,,,,,,,,,,,,
20221215_174431,527,,,,,,,,,,,,,
20221215_174431,541,,,,,,,,,,,,,
20221215_174431,523,,,,,,,,,,,,,
20221215_174431,522,,,,,,,,,,,,,
20221215_174431,554,,,,,,,,,,,,,
20221215_174431,550,,,,,,,,,,,,,
20221215_174431,484,,,,,,,,,,,,,
20221215_174431,571,,,,,,,,,,,,,
20221215_174431,524,,,,,,,,,,,,,
20221215_174431,598,,,,,,,,,,,,,
20221215_174431,526,,,,,,,,,,,,,
20221215_174431,602,,,,,,,,,,,,,
20221215_174431,505,,,,,,,,,,,,,
20221215_174431,523,,,,,,,,,,,,,
20221215_174431,552,,,,,,,,,,,,,
20221215_174431,544,,,,,,,,,,,,,
20221215_174431,476,,,,,,,,,,,,,
20221215_174431,638,,,,,,,,,,,,,
20221215_174432,582,,,,,,,,,,,,,
20221215_174432,464,,,,,,,,,,,,,
20221215_174432,523,,,,,,,,,,,,,
20221215_174432,610,,,,,,,,,,,,,
20221215_174432,469,,,,,,,,,,,,,
20221215_174432,590,,,,,,,,,,,,,
20221215_174432,461,,,,,,,,,,,,,
20221215_174432,483,,,,,,,,,,,,,
20221215_174432,585,,,,,,,,,,,,,
20221215_174432,556,,,,,,,,,,,,,
20221215_174432,515,,,,,,,,,,,,,
20221215_174432,567,,,,,,,,,,,,,
20221215_174432,471,,,,,,,,,,,,,
20221215_174432,595,,,,,,,,,,,,,
20221215_174432,583,,,,,,,,,,,,,
20221215_174432,514,,,,,,,,,,,,,
20221215_174432,480,,,,,,,,,,,,,
20221215_174432,521,,,,,,,,,,,,,
20221215_174433,507,,,,,,,,,,,,,
20221215_174433,540,,,,,,,,,,,,,
20221215_174433,477,,,,,,,,,,,,,
20221215_174433,552,,,,,,,,,,,,,
20221215_174433,538,,,,,,,,,,,,,
20221215_174433,540,,,,,,,,,,,,,
20221215_174433,550,,,,,,,,,,,,,
20221215_174433,543,,,,,,,,,,,,,
20221215_174433,566,,,,,,,,,,,,,
20221215_174433,492,,,,,,,,,,,,,
20221215_174433,495,,,,,,,,,,,,,
20221215_174433,610,,,,,,,,,,,,,
20221215_174433,532,,,,,,,,,,,,,
20221215_174433,537,,,,,,,,,,,,,
20221215_174433,535,,,,,,,,,,,,,
20221215_174433,473,,,,,,,,,,,,,
20221215_174433,491,,,,,,,,,,,,,
20221215_174433,514,,,,,,,,,,,,,
20221215_174434,489,,,,,,,,,,,,,
20221215_174434,484,,,,,,,,,,,,,
20221215_174434,529,,,,,,,,,,,,,
20221215_174434,572,,,,,,,,,,,,,
20221215_174434,517,,,,,,,,,,,,,
20221215_174434,483,,,,,,,,,,,,,
20221215_174434,513,,,,,,,,,,,,,
20221215_174434,536,,,,,,,,,,,,,
20221215_174434,551,,,,,,,,,,,,,
20221215_174434,575,,,,,,,,,,,,,
20221215_174434,532,,,,,,,,,,,,,
20221215_174434,414,,,,,,,,,,,,,
20221215_174434,523,,,,,,,,,,,,,
20221215_174434,561,,,,,,,,,,,,,
20221215_174434,560,,,,,,,,,,,,,
20221215_174434,529,,,,,,,,,,,,,
20221215_174434,499,,,,,,,,,,,,,
20221215_174435,556,,,,,,,,,,,,,
20221215_174435,474,,,,,,,,,,,,,
20221215_174435,557,,,,,,,,,,,,,
20221215_174435,603,,,,,,,,,,,,,
20221215_174435,530,,,,,,,,,,,,,
20221215_174435,512,,,,,,,,,,,,,
20221215_174435,558,,,,,,,,,,,,,
20221215_174435,573,,,,,,,,,,,,,
20221215_174435,545,,,,,,,,,,,,,
20221215_174435,564,,,,,,,,,,,,,
20221215_174435,585,,,,,,,,,,,,,
20221215_174435,443,,,,,,,,,,,,,
20221215_174435,558,,,,,,,,,,,,,
20221215_174435,495,,,,,,,,,,,,,
20221215_174435,536,,,,,,,,,,,,,
20221215_174435,623,,,,,,,,,,,,,
20221215_174435,534,,,,,,,,,,,,,
20221215_174435,572,,,,,,,,,,,,,
20221215_174436,510,,,,,,,,,,,,,
20221215_174436,522,,,,,,,,,,,,,
20221215_174436,603,,,,,,,,,,,,,
20221215_174436,505,,,,,,,,,,,,,
20221215_174436,493,,,,,,,,,,,,,
20221215_174436,557,,,,,,,,,,,,,
20221215_174436,520,,,,,,,,,,,,,
20221215_174436,530,,,,,,,,,,,,,
20221215_174436,588,,,,,,,,,,,,,
20221215_174436,491,,,,,,,,,,,,,
20221215_174436,497,,,,,,,,,,,,,
20221215_174436,586,,,,,,,,,,,,,
20221215_174436,595,,,,,,,,,,,,,
20221215_174436,547,,,,,,,,,,,,,
20221215_174436,503,,,,,,,,,,,,,
20221215_174436,580,,,,,,,,,,,,,
20221215_174436,551,,,,,,,,,,,,,
20221215_174436,519,,,,,,,,,,,,,
20221215_174437,550,,,,,,,,,,,,,
20221215_174437,570,,,,,,,,,,,,,
20221215_174437,523,,,,,,,,,,,,,
20221215_174437,532,,,,,,,,,,,,,
20221215_174437,598,,,,,,,,,,,,,
20221215_174437,571,,,,,,,,,,,,,
20221215_174437,549,,,,,,,,,,,,,
20221215_174437,493,,,,,,,,,,,,,
20221215_174437,573,,,,,,,,,,,,,
20221215_174437,537,,,,,,,,,,,,,
20221215_174437,586,,,,,,,,,,,,,
20221215_174437,533,,,,,,,,,,,,,
20221215_174437,649,,,,,,,,,,,,,
20221215_174437,535,,,,,,,,,,,,,
20221215_174437,496,,,,,,,,,,,,,
20221215_174437,534,,,,,,,,,,,,,
