Time,CameraA Max,,,,,
20221221_134125,793,,,MEAN,STD,RSD
20221221_134211,789,,824,792.26,22.02231192,0.027796824
20221221_134211,807,,825,792.27,22.0357171,0.027813393
20221221_134211,769,,826,792.09,22.13598697,0.027946303
20221221_134211,821,,827,791.66,22.26072321,0.028119045
20221221_134211,791,,828,791.99,22.16580996,0.027987487
20221221_134211,805,,829,791.54,22.02726501,0.027828366
20221221_134211,778,,830,791.31,22.15268185,0.027994947
20221221_134211,793,,831,791.2,22.11128877,0.027946523
20221221_134211,798,,832,791.47,22.11332383,0.02793956
20221221_134211,789,,833,791.33,22.14782977,0.027988108
20221221_134211,804,,834,791.15,22.16621098,0.02801771
20221221_134211,802,,835,790.8,22.47467711,0.028420178
20221221_134212,782,,836,790.69,22.4363049,0.028375602
20221221_134212,787,,837,790.28,22.60154638,0.028599416
20221221_134212,776,,838,790.27,22.60546774,0.02860474
20221221_134212,780,,839,790.19,22.63129816,0.028640325
20221221_134212,767,,840,790.18,22.63785156,0.028648981
20221221_134212,781,,841,790.32,22.61754035,0.028618206
20221221_134212,766,,842,790.28,22.66269127,0.028676787
20221221_134212,730,,843,790.44,22.65299053,0.02865871
20221221_134212,746,,844,790.75,22.52691992,0.028488043
20221221_134212,789,,845,791.53,21.73878673,0.027464261
20221221_134212,838,,846,792.12,21.28653959,0.026872872
20221221_134212,835,,847,792.12,21.28653959,0.026872872
20221221_134212,825,,848,791.49,20.84260157,0.026333373
20221221_134212,804,,849,791.3,20.52615971,0.025939795
20221221_134212,793,,850,790.71,20.39523365,0.02579357
20221221_134212,791,,851,790.65,20.36454386,0.025756711
20221221_134212,794,,852,790.6,20.36485386,0.025758732
20221221_134212,791,,853,790.95,20.67027095,0.026133474
20221221_134213,796,,854,791.06,20.7158847,0.026187501
20221221_134213,820,,855,791.02,20.71986311,0.026193855
20221221_134213,826,,856,790.81,20.77522563,0.026270818
20221221_134213,843,,857,790.06,21.06259071,0.026659482
20221221_134213,821,,858,789.98,20.93953778,0.026506415
20221221_134213,806,,859,788.99,20.74690923,0.026295529
20221221_134213,817,,860,788.71,20.49798955,0.02598926
20221221_134213,815,,861,788.59,20.4307626,0.025907966
20221221_134213,802,,862,788.46,20.28903271,0.025732482
20221221_134213,778,,863,788.02,20.1844925,0.025614188
20221221_134213,796,,864,787.62,20.30065929,0.025774687
20221221_134213,785,,865,787.48,20.41562088,0.025925256
20221221_134213,786,,866,787.41,20.39810597,0.025905317
20221221_134213,780,,867,787.73,20.60982163,0.026163561
20221221_134213,794,,868,787.78,20.61164719,0.026164217
20221221_134213,816,,869,787.83,20.59864416,0.026146052
20221221_134213,816,,870,787.91,20.6383457,0.026193786
20221221_134213,832,,871,787.49,20.48773716,0.026016505
20221221_134214,795,,872,786.99,20.39483743,0.025914989
20221221_134214,825,,873,786.57,19.8846446,0.025280197
20221221_134214,816,,874,786.3,19.95221564,0.025374813
20221221_134214,829,,875,785.89,19.56646017,0.0248972
20221221_134214,781,,876,785.53,19.33670556,0.024616126
20221221_134214,785,,877,784.88,18.94931037,0.02414294
20221221_134214,810,,878,784.93,18.9455653,0.02413663
20221221_134214,776,,879,784.87,18.95484,0.024150292
20221221_134214,771,,880,784.54,18.79953793,0.023962498
20221221_134214,753,,881,784.42,18.89266867,0.024084889
20221221_134214,770,,882,784.57,18.84452872,0.024018926
20221221_134214,764,,883,785.04,18.63412748,0.023736533
20221221_134214,794,,884,784.86,18.86636685,0.024037875
20221221_134214,806,,885,784.92,18.80880946,0.023962709
20221221_134214,781,,886,784.92,18.80880946,0.023962709
20221221_134214,800,,887,784.84,18.73511261,0.023871251
20221221_134214,803,,888,784.78,18.75712928,0.023901131
20221221_134215,805,,889,784.39,18.84272761,0.024022142
20221221_134215,798,,890,784.17,18.75146055,0.023912494
20221221_134215,778,,891,784.2,18.78748778,0.023957521
20221221_134215,771,,892,784.03,18.73820437,0.023899856
20221221_134215,787,,893,784.11,18.72927542,0.023886031
20221221_134215,778,,894,784.14,18.71045729,0.023861118
20221221_134215,784,,895,784.12,18.70843811,0.023859152
20221221_134215,771,,896,784.15,18.70092905,0.023848663
20221221_134215,750,,897,784.48,18.9872259,0.024203582
20221221_134215,809,,898,784.75,18.985574,0.024193149
20221221_134215,793,,899,785.23,18.70280863,0.023818255
20221221_134215,770,,900,785.4,18.99601234,0.024186418
20221221_134215,787,,901,785.25,18.99461646,0.02418926
20221221_134215,761,,902,785.65,19.0911556,0.024299823
20221221_134215,763,,903,785.51,19.13244376,0.024356716
20221221_134215,799,,904,785.55,19.08480542,0.024294832
20221221_134215,774,,905,786,19.07825458,0.024272589
20221221_134215,803,,906,785.85,19.03392771,0.024220815
20221221_134216,780,,907,785.79,19.08105782,0.024282643
20221221_134216,786,,908,785.14,19.58922606,0.024949978
20221221_134216,756,,909,785.22,19.58435781,0.024941237
20221221_134216,784,,910,784.88,19.8638192,0.025308097
20221221_134216,765,,911,785.15,19.64964595,0.025026614
20221221_134216,780,,912,784.9,19.82269896,0.025255063
20221221_134216,791,,913,784.94,19.78613942,0.0252072
20221221_134216,788,,914,785.07,19.79605868,0.025215661
20221221_134216,811,,915,784.85,19.85165947,0.025293571
20221221_134216,768,,916,784.78,19.8527814,0.025297257
20221221_134216,794,,917,784.01,20.31345029,0.025909683
20221221_134216,760,,918,783.76,20.66330373,0.026364325
20221221_134216,810,,919,783.59,20.64813196,0.026350683
20221221_134216,843,,920,783.67,20.57116497,0.02624978
20221221_134216,813,,921,783.05,20.70347407,0.02643953
20221221_134216,786,,922,782.2,19.94841833,0.025502964
20221221_134216,822,,923,781.82,19.71636248,0.025218545
20221221_134216,771,,924,781.84,19.72165912,0.025224674
20221221_134217,764,,925,781.48,19.3053507,0.024703576
20221221_134217,802,,926,781.45,19.32412268,0.024728547
20221221_134217,776,,927,781.69,19.25411933,0.0246314
20221221_134217,768,,928,781.42,19.15549345,0.024513697
20221221_134217,794,,929,781.48,19.14774033,0.024501894
20221221_134217,805,,930,781.83,19.21860157,0.024581561
20221221_134217,779,,931,781.7,19.17937655,0.02453547
20221221_134217,780,,932,781.66,19.13441027,0.024479198
20221221_134217,754,,933,781.75,19.14293656,0.024487287
20221221_134217,793,,934,782,19.28258753,0.02465804
20221221_134217,761,,935,782.15,19.12023361,0.024445738
20221221_134217,781,,936,781.87,19.16470609,0.024511372
20221221_134217,779,,937,782.07,19.04871745,0.024356793
20221221_134217,775,,938,781.94,19.10038341,0.024426917
20221221_134217,794,,939,782.05,19.11494999,0.024442107
20221221_134217,763,,940,782.64,19.79364249,0.025290865
20221221_134217,797,,941,782.96,20.23294643,0.025841609
20221221_134217,797,,942,783.28,20.16701978,0.025746885
20221221_134218,808,,943,783.53,20.49116834,0.026152372
20221221_134218,805,,944,783.38,20.44642173,0.02610026
20221221_134218,789,,945,783.21,20.30986972,0.025931576
20221221_134218,775,,946,783.18,20.27955133,0.025893858
20221221_134218,816,,947,782.99,20.31345029,0.025943435
20221221_134218,766,,948,783.52,20.78873044,0.026532482
20221221_134218,798,,949,783.24,20.53384494,0.026216543
20221221_134218,788,,950,783.66,20.60705969,0.026295919
20221221_134218,826,,951,783.32,20.64851598,0.026360256
20221221_134218,805,,952,783.43,20.70292762,0.026426008
20221221_134218,787,,953,783.37,20.5866756,0.026279632
20221221_134218,775,,954,783.32,20.5396291,0.026221249
20221221_134218,745,,955,783.92,21.50202246,0.027428848
20221221_134218,818,,956,784.3,21.67785259,0.027639746
20221221_134218,744,,957,784.53,21.37659203,0.027247641
20221221_134218,793,,958,784.34,21.15943327,0.026977374
20221221_134218,794,,959,784.53,20.8769628,0.02661079
20221221_134219,804,,960,784.19,21.01403812,0.026797126
20221221_134219,771,,961,784.21,21.02441822,0.026809679
20221221_134219,762,,962,784.14,20.96944386,0.026741964
20221221_134219,764,,963,784.45,21.00234475,0.026773338
20221221_134219,789,,964,784.81,20.92202696,0.026658716
20221221_134219,817,,965,785.1,20.83145446,0.026533505
20221221_134219,791,,966,785.29,20.95367425,0.026682721
20221221_134219,785,,967,785.06,20.7270964,0.026401926
20221221_134219,802,,968,784.85,20.77263886,0.026467018
20221221_134219,774,,969,784.78,20.78391958,0.026483753
20221221_134219,766,,970,784.55,20.71859312,0.026408251
20221221_134219,790,,971,784.45,20.79402352,0.026507774
20221221_134219,768,,972,784.6,20.71353434,0.02640012
20221221_134219,784,,973,784.39,20.76462367,0.026472321
20221221_134219,780,,974,784.47,20.71619432,0.026407886
20221221_134219,764,,975,784.08,21.08888357,0.026896342
20221221_134219,786,,976,783.72,21.46318436,0.027386291
20221221_134219,779,,977,783.5,21.77780355,0.027795537
20221221_134220,777,,978,783.13,22.04754046,0.028153104
20221221_134220,764,,979,783.13,22.04754046,0.028153104
20221221_134220,786,,980,783.39,22.12768046,0.028246059
20221221_134220,800,,981,783.82,22.16484613,0.02827798
20221221_134220,752,,982,783.96,22.22289292,0.028346973
20221221_134220,770,,983,783.84,22.16773522,0.028280944
20221221_134220,794,,984,784.26,21.95524373,0.027994853
20221221_134220,798,,985,784.16,22.04344654,0.028110904
20221221_134220,775,,986,783.89,22.0870157,0.028176167
20221221_134220,761,,987,783.75,22.04099715,0.028122484
20221221_134220,781,,988,783.63,22.12163574,0.028229695
20221221_134220,808,,989,783.85,22.00338587,0.028070914
20221221_134220,781,,990,783.88,22.00150592,0.028067441
20221221_134220,786,,991,783.83,21.951763,0.02800577
20221221_134220,774,,992,783.7,22.00711547,0.028081046
20221221_134220,785,,993,783.66,22.00652796,0.028081729
20221221_134220,781,,994,783.7,21.99242294,0.028062298
20221221_134220,817,,995,783.18,22.56858458,0.0288166
20221221_134221,798,,996,782.97,22.68646862,0.028974889
20221221_134221,798,,997,782.75,22.45866011,0.028691996
20221221_134221,826,,998,782.27,22.64163279,0.028943501
20221221_134221,778,,999,782.07,22.58955466,0.028884313
20221221_134221,810,,1000,781.8,22.21747424,0.028418361
20221221_134221,773,,1001,781.77,22.22468143,0.02842867
20221221_134221,765,,1002,781.48,22.04104527,0.028204235
20221221_134221,808,,1003,781.68,22.05405664,0.028213664
20221221_134221,784,,1004,781.49,22.27989763,0.028509511
20221221_134221,768,,1005,781.04,22.19332869,0.028415099
20221221_134221,738,,1006,780.79,22.3001993,0.028561072
20221221_134221,788,,1007,780.45,22.75178981,0.029152143
20221221_134221,752,,1008,780.53,22.61467075,0.028973481
20221221_134221,783,,1009,780.23,22.71334543,0.02911109
20221221_134221,759,,1010,780.41,22.55816052,0.028905525
20221221_134221,769,,1011,780.43,22.56136637,0.028908892
20221221_134221,793,,1012,780.77,22.49123511,0.02880648
20221221_134221,769,,1013,780.88,22.45996663,0.028762379
20221221_134222,781,,1014,780.66,22.44779353,0.028754891
20221221_134222,734,,1015,780.84,22.42550856,0.028719723
20221221_134222,743,,1016,780.85,22.42580359,0.028719733
20221221_134222,777,,1017,781.14,21.99725419,0.02816045
20221221_134222,768,,1018,781.41,21.68791266,0.027754844
20221221_134222,748,,1019,781.19,21.84411947,0.02796262
20221221_134222,758,,1020,781.29,21.80598333,0.02791023
20221221_134222,775,,1021,781.61,21.54576759,0.02756588
20221221_134222,788,,1022,782.12,21.58482445,0.027597842
20221221_134222,786,,1023,782.4,21.67295946,0.027700613
20221221_134222,768,,1024,782.46,21.69691129,0.0277291
20221221_134222,788,,1025,782.47,21.69878971,0.027731146
20221221_134222,775,,1026,782.44,21.72105993,0.027760672
20221221_134222,782,,1027,782.38,21.71383211,0.027753562
20221221_134222,803,,1028,782.32,21.74270109,0.027792593
20221221_134222,781,,1029,782.03,21.93951971,0.028054576
20221221_134222,801,,1030,781.54,22.01350366,0.028166829
20221221_134223,788,,1031,781.59,22.01794264,0.028170707
20221221_134223,805,,1032,781,22.28148663,0.028529432
20221221_134223,769,,1033,780.8,22.30776465,0.028570395
20221221_134223,765,,1034,780.23,22.41115117,0.028723775
20221221_134223,781,,1035,780.42,22.39551723,0.028696749
20221221_134223,768,,1036,780.65,22.35362037,0.028634625
20221221_134223,790,,1037,780.58,22.3634713,0.028649813
20221221_134223,834,,1038,780.75,22.33146758,0.028602584
20221221_134223,826,,1039,780.49,22.37399961,0.028666606
20221221_134223,795,,1040,779.81,21.75608356,0.027899211
20221221_134223,822,,1041,779.29,21.25663058,0.027276919
20221221_134223,782,,1042,779.07,21.2061812,0.027219866
20221221_134223,791,,1043,778.7,20.76783644,0.026669881
20221221_134223,802,,1044,778.72,20.77200914,0.026674555
20221221_134223,770,,1045,778.64,20.73961709,0.026635694
20221221_134223,828,,1046,778.8,20.98195473,0.02694139
20221221_134223,788,,1047,778.93,20.96714843,0.026917885
20221221_134223,808,,1048,778.61,20.44845454,0.026262769
20221221_134224,764,,1049,778.68,20.4928566,0.02631743
20221221_134224,799,,1050,778.26,20.31550137,0.026103746
20221221_134224,820,,1051,778.48,20.27860494,0.026048974
20221221_134224,800,,1052,778.24,20.1750521,0.025923946
20221221_134224,847,,1053,777.12,20.92810203,0.026930335
20221221_134224,813,,1054,776.92,20.80242799,0.026775508
20221221_134224,768,,1055,775.83,19.93071585,0.02568954
20221221_134224,799,,1056,775.43,19.57542006,0.0252446
20221221_134224,763,,1057,775.27,19.70174324,0.025412751
20221221_134224,759,,1058,774.88,19.61306512,0.0253111
20221221_134224,796,,1059,774.82,19.65889934,0.025372215
20221221_134224,797,,1060,774.7,19.79261162,0.025548744
20221221_134224,802,,1061,774.52,19.6784659,0.025407305
20221221_134224,798,,1062,774.3,19.5471458,0.025244925
20221221_134224,793,,1063,773.95,19.35859113,0.025012715
20221221_134224,808,,1064,773.65,19.21403895,0.02483557
20221221_134224,794,,1065,773.68,19.2468704,0.024877043
20221221_134224,770,,1066,773.31,18.9335334,0.024483756
20221221_134225,778,,1067,773.2,18.843856,0.024371257
20221221_134225,779,,1068,773.26,18.84311626,0.024368409
20221221_134225,764,,1069,773,18.95608961,0.024522755
20221221_134225,781,,1070,772.59,19.26586713,0.024936729
20221221_134225,769,,1071,772.69,19.24677331,0.02490879
20221221_134225,776,,1072,772.81,19.33630855,0.025020779
20221221_134225,745,,1073,772.81,19.33630855,0.025020779
20221221_134225,744,,1074,772.86,19.35109947,0.025038299
20221221_134225,742,,1075,773.15,19.14557469,0.024763079
20221221_134225,749,,1076,773.13,19.17735144,0.024804821
20221221_134225,779,,1077,773.24,19.02795392,0.024608083
20221221_134225,803,,1078,773.41,18.88460171,0.024417323
20221221_134225,807,,1079,773.22,18.92333283,0.024473414
20221221_134225,800,,1080,773.13,18.80127602,0.024318389
20221221_134225,788,,1081,772.68,18.51883017,0.023967011
20221221_134225,794,,1082,772.41,18.31216133,0.023707825
20221221_134225,760,,1083,772.52,18.43935186,0.023869093
20221221_134225,767,,1084,772.33,18.31324244,0.023711681
20221221_134226,784,,1085,772.63,18.35489366,0.023756382
20221221_134226,763,,1086,772.71,18.34753995,0.023744406
20221221_134226,783,,1087,772.64,18.31735943,0.023707496
20221221_134226,784,,1088,772.92,18.38240265,0.02378306
20221221_134226,803,,1089,772.41,18.80258686,0.024342754
20221221_134226,768,,1090,772.17,18.8063255,0.024355162
20221221_134226,782,,1091,772.07,18.66680465,0.024177607
20221221_134226,778,,1092,772.52,19.1049626,0.024730703
20221221_134226,733,,1093,772.58,19.1444166,0.02477985
20221221_134226,760,,1094,772.61,19.15534316,0.02479303
20221221_134226,795,,1095,773.3,18.95582318,0.024512897
20221221_134226,750,,1096,773.72,19.12271905,0.024715296
20221221_134226,778,,1097,773.45,19.00950055,0.024577543
20221221_134226,799,,1098,773.73,18.86627851,0.024383543
20221221_134226,775,,1099,773.99,19.10338433,0.024681694
20221221_134226,781,,1100,773.85,18.96907371,0.024512598
20221221_134226,793,,1101,773.94,18.99591663,0.024544431
20221221_134227,746,,1102,773.88,18.98286309,0.024529466
20221221_134227,763,,1103,773.91,19.01572714,0.02457098
20221221_134227,759,,1104,774.35,18.87191008,0.024371292
20221221_134227,734,,1105,774.78,19.09919878,0.024651125
20221221_134227,746,,1106,775.02,19.04963214,0.024579536
20221221_134227,758,,1107,775.29,18.64950239,0.024054873
20221221_134227,770,,1108,775.46,18.4562929,0.023800445
20221221_134227,785,,1109,775.33,18.62552555,0.024022707
20221221_134227,793,,1110,775.18,18.72899766,0.024160837
20221221_134227,780,,1111,774.94,18.75564292,0.024202703
20221221_134227,771,,1112,774.49,18.85751732,0.024348303
20221221_134227,787,,1113,774.28,18.91238705,0.024425772
20221221_134227,782,,1114,774.16,18.97138728,0.02450577
20221221_134227,763,,1115,773.82,19.04348029,0.024609703
20221221_134227,770,,1116,773.83,19.04808111,0.02461533
20221221_134227,755,,1117,773.6,19.3171301,0.024970437
20221221_134227,778,,1118,773.71,19.32773953,0.024980599
20221221_134227,780,,1119,774.21,19.48493072,0.025167501
20221221_134228,809,,1120,774,19.55670336,0.025267059
20221221_134228,803,,1121,773.75,19.63884781,0.025381387
20221221_134228,794,,1122,773.33,19.32395541,0.024987981
20221221_134228,787,,1123,773.04,19.09038576,0.024695211
20221221_134228,765,,1124,772.86,18.97527365,0.024552019
20221221_134228,782,,1125,772.84,18.96126834,0.024534533
20221221_134228,769,,1126,773.17,19.11002434,0.024716459
20221221_134228,753,,1127,773.28,19.19284378,0.024820044
20221221_134228,754,,1128,773.49,19.2603088,0.024900527
20221221_134228,786,,1129,773.71,19.14922527,0.024749874
20221221_134228,742,,1130,773.96,19.05225138,0.024616584
20221221_134228,768,,1131,772.86,21.38300089,0.027667367
20221221_134228,748,,1132,772.82,21.44496362,0.027748976
20221221_134228,788,,1133,773.02,21.49276599,0.027803635
20221221_134228,788,,1134,773.39,21.37585488,0.027639166
20221221_134228,774,,1135,773.51,21.49206807,0.02778512
20221221_134228,785,,1136,773.61,21.58324032,0.027899381
20221221_134228,764,,1137,773.89,21.76917244,0.028129544
20221221_134229,766,,1138,774.05,21.90999726,0.028305661
20221221_134229,774,,1139,774.06,21.90559174,0.028299604
20221221_134229,773,,1140,774.34,21.98034935,0.028385915
20221221_134229,785,,1141,774.39,21.98525447,0.028390416
20221221_134229,784,,1142,774.74,22.24002216,0.028706433
20221221_134229,783,,1143,774.94,22.42240042,0.02893437
20221221_134229,818,,1144,774.7,22.45286871,0.028982663
20221221_134229,783,,1145,774.64,22.43847705,0.028966329
20221221_134229,796,,1146,774.24,22.01015376,0.028428076
20221221_134229,795,,1147,774.17,21.99313713,0.028408666
20221221_134229,766,,1148,773.77,21.95581191,0.028375114
20221221_134229,786,,1149,773.32,21.97743563,0.028419588
20221221_134229,775,,1150,773.15,22.10003656,0.02858441
20221221_134229,708,,1151,773.02,22.06188724,0.028539866
20221221_134229,780,,1152,772.79,22.16070551,0.028676232
20221221_134229,738,,1153,773.11,21.43484136,0.027725474
20221221_134229,773,,1154,772.79,21.569383,0.027911053
20221221_134229,752,,1155,773.08,21.29005079,0.02753926
20221221_134230,760,,1156,772.83,21.43727284,0.027738665
20221221_134230,757,,1157,772.78,21.49210802,0.027811419
20221221_134230,747,,1158,772.89,21.45415361,0.027758353
20221221_134230,778,,1159,773.22,21.46106646,0.027755447
20221221_134230,775,,1160,773.58,21.31826172,0.027557928
20221221_134230,767,,1161,773.65,21.34439817,0.027589218
20221221_134230,768,,1162,773.81,21.41447401,0.027674072
20221221_134230,796,,1163,774.28,21.77621722,0.028124473
20221221_134230,771,,1164,774.6,21.91766042,0.028295456
20221221_134230,783,,1165,774.39,21.81089293,0.028165256
20221221_134230,776,,1166,774.48,21.81533146,0.028167714
20221221_134230,752,,1167,774.39,21.79838517,0.028149105
20221221_134230,738,,1168,774.51,21.84032736,0.028198897
20221221_134230,774,,1169,774.73,21.72177374,0.028037863
20221221_134230,793,,1170,775.37,21.57095644,0.02782021
20221221_134230,769,,1171,775.64,21.72208298,0.028005367
20221221_134230,781,,1172,775.66,21.73914219,0.028026638
20221221_134230,774,,1173,776.15,22.13611474,0.028520408
20221221_134231,742,,1174,776.07,22.13286555,0.028519161
20221221_134231,753,,1175,776.24,22.18203842,0.028576263
20221221_134231,766,,1176,776.77,21.98799259,0.028306954
20221221_134231,760,,1177,777.37,22.15083964,0.02849459
20221221_134231,794,,1178,777.71,22.23533224,0.028590776
20221221_134231,762,,1179,777.84,22.16864653,0.028500266
20221221_134231,773,,1180,777.88,22.20168344,0.02854127
20221221_134231,799,,1181,777.91,22.18202703,0.028514902
20221221_134231,775,,1182,777.95,22.17668946,0.028506574
20221221_134231,790,,1183,777.52,22.1812916,0.028528259
20221221_134231,775,,1184,777.52,22.1812916,0.028528259
20221221_134231,777,,1185,777.25,22.19217034,0.028552165
20221221_134231,791,,1186,776.89,22.51863202,0.028985612
20221221_134231,732,,1187,776.66,22.63465654,0.029143585
20221221_134231,760,,1188,776.25,22.7433529,0.029299005
20221221_134231,793,,1189,776.48,22.40512207,0.028854732
20221221_134231,813,,1190,776.48,22.40512207,0.028854732
20221221_134232,788,,1191,776.22,22.36229691,0.028809225
20221221_134232,781,,1192,775.73,22.08333848,0.028467815
20221221_134232,802,,1193,775.89,22.23060726,0.028651751
20221221_134232,802,,1194,775.72,22.25612162,0.028690921
20221221_134232,768,,1195,775.34,22.12691583,0.028538339
20221221_134232,778,,1196,774.74,22.21002595,0.028667716
20221221_134232,804,,1197,774.63,22.27090098,0.028750372
20221221_134232,785,,1198,774.25,22.53543786,0.029106152
20221221_134232,784,,1199,773.64,22.54760172,0.029144824
20221221_134232,775,,1200,772.95,23.24154022,0.030068621
20221221_134232,796,,1201,772.78,23.2220637,0.030050032
20221221_134232,790,,1202,772.3,23.66752026,0.030645501
20221221_134232,806,,1203,771.68,23.85176444,0.03090888
20221221_134232,783,,1204,771.43,23.7887398,0.030837198
20221221_134232,761,,1205,771.33,23.66263517,0.030677706
20221221_134232,763,,1206,771.19,23.6342907,0.030646521
20221221_134232,745,,1207,771.36,23.62139075,0.030623043
20221221_134232,755,,1208,771.57,23.63965808,0.030638384
20221221_134233,761,,1209,771.83,23.48696393,0.030430229
20221221_134233,748,,1210,771.94,23.43304237,0.030356041
20221221_134233,759,,1211,771.78,23.56275952,0.03053041
20221221_134233,759,,1212,772,23.4408777,0.030363831
20221221_134233,753,,1213,771.67,23.85437935,0.030912669
20221221_134233,783,,1214,771.25,24.44221179,0.031691685
20221221_134233,740,,1215,771.24,24.44995714,0.031702138
20221221_134233,781,,1216,771.34,24.51889397,0.031787401
20221221_134233,805,,1217,771.74,24.32798613,0.031523552
20221221_134233,757,,1218,771.78,24.34664642,0.031546097
20221221_134233,755,,1219,771.49,24.11860215,0.031262365
20221221_134233,767,,1220,771.78,24.11696247,0.031248494
20221221_134233,774,,1221,771.68,24.20780407,0.031370262
20221221_134233,776,,1222,771.66,24.21253536,0.031377207
20221221_134233,785,,1223,771.81,24.27356504,0.031450182
20221221_134233,798,,1224,771.51,24.40628127,0.031634433
20221221_134233,793,,1225,771.02,24.62362338,0.031936426
20221221_134233,790,,1226,770.54,24.56013852,0.031873931
20221221_134234,775,,1227,770.26,24.46090263,0.031756683
20221221_134234,779,,1228,770.01,24.38475058,0.031668096
20221221_134234,676,,1229,770.03,24.38970432,0.031673707
20221221_134234,738,,1230,769.93,24.37304978,0.031656189
20221221_134234,788,,1231,771.08,22.54050451,0.029232381
20221221_134234,785,,1232,771.67,22.43781755,0.02907696
20221221_134234,800,,1233,771.88,22.68906202,0.029394546
20221221_134234,798,,1234,771.64,22.67580921,0.029386513
20221221_134234,802,,1235,771.46,22.51931606,0.029190517
20221221_134234,801,,1236,771.15,22.3631077,0.028999686
20221221_134234,765,,1237,770.69,22.19459166,0.028798339
20221221_134234,794,,1238,770.44,21.98958431,0.028541592
20221221_134234,779,,1239,770.25,22.11876803,0.028716349
20221221_134234,808,,1240,770.3,22.17856823,0.028792118
20221221_134234,805,,1241,769.83,22.48818096,0.029211879
20221221_134234,760,,1242,769.33,22.18474087,0.028836443
20221221_134234,777,,1243,769.13,21.94881787,0.028537202
20221221_134234,778,,1244,769.32,21.95122233,0.028533279
20221221_134235,776,,1245,769.23,21.9378622,0.028519249
20221221_134235,756,,1246,769.01,21.9593265,0.02855532
20221221_134235,750,,1247,768.93,21.94817357,0.028543786
20221221_134235,749,,1248,769.12,21.9173286,0.028496631
20221221_134235,773,,1249,769.24,21.844316,0.02839727
20221221_134235,752,,1250,769.52,21.76155446,0.028279388
20221221_134235,740,,1251,769.5,21.75924278,0.028277119
20221221_134235,748,,1252,769.48,21.77640276,0.028300154
20221221_134235,767,,1253,769.64,21.61580043,0.028085599
20221221_134235,748,,1254,769.42,21.94767883,0.028524965
20221221_134235,747,,1255,769.12,22.18484331,0.02884445
20221221_134235,771,,1256,769.25,22.09775115,0.028726358
20221221_134235,790,,1257,769.35,22.01852985,0.028619653
20221221_134235,783,,1258,769.04,22.21243623,0.02888333
20221221_134235,785,,1259,768.67,22.16788787,0.028839278
20221221_134235,791,,1260,768.58,22.12735407,0.028789917
20221221_134235,814,,1261,768.35,22.07442645,0.02872965
20221221_134236,800,,1262,768.02,21.97886037,0.028617563
20221221_134236,775,,1263,767.32,21.61129521,0.028164645
20221221_134236,780,,1264,767.08,21.37669835,0.027867626
20221221_134236,774,,1265,766.67,21.61511583,0.028193507
20221221_134236,788,,1266,766.22,21.80240928,0.028454503
20221221_134236,774,,1267,766.25,21.81528285,0.02847019
20221221_134236,802,,1268,765.72,21.92506983,0.028633273
20221221_134236,801,,1269,765.17,22.39997069,0.029274502
20221221_134236,795,,1270,764.27,22.71112174,0.029716097
20221221_134236,818,,1271,763.62,22.57905528,0.029568444
20221221_134236,773,,1272,763.4,22.37648477,0.029311612
20221221_134236,791,,1273,762.74,21.71329249,0.028467489
20221221_134236,795,,1274,762.61,21.69014812,0.028441993
20221221_134236,813,,1275,762.33,21.49984966,0.028202812
20221221_134236,800,,1276,762.07,21.25661157,0.027893253
20221221_134236,773,,1277,761.42,20.66919828,0.027145594
20221221_134236,798,,1278,760.86,20.36982319,0.026772104
20221221_134236,765,,1279,760.8,20.34252152,0.02673833
20221221_134237,777,,1280,760.47,19.99770441,0.026296507
20221221_134237,756,,1281,760.24,20.0771844,0.026409008
20221221_134237,775,,1282,759.86,20.1163384,0.026473743
20221221_134237,763,,1283,759.95,20.11902713,0.026474146
20221221_134237,739,,1284,759.66,20.10890551,0.026470928
20221221_134237,754,,1285,759.49,20.15219616,0.026533853
20221221_134237,750,,1286,759.51,20.13263846,0.026507404
20221221_134237,755,,1287,759.64,20.13867078,0.026510809
20221221_134237,760,,1288,759.71,20.11697861,0.026479813
20221221_134237,767,,1289,759.51,20.26316507,0.02667926
20221221_134237,764,,1290,759.61,20.29026487,0.026711424
20221221_134237,804,,1291,759.73,20.36974137,0.026811817
20221221_134237,764,,1292,759.75,20.3749574,0.026817976
20221221_134237,764,,1293,759.24,19.88863947,0.026195458
20221221_134237,742,,1294,759.36,19.95374449,0.026277055
20221221_134237,757,,1295,759.66,20.24756875,0.026653462
20221221_134237,740,,1296,760.05,20.27954884,0.026681862
20221221_134237,743,,1297,760.21,20.31832283,0.02672725
20221221_134238,716,,1298,760.83,20.63881554,0.027126711
20221221_134238,767,,1299,761.3,20.76345858,0.027273688
20221221_134238,727,,1300,761.77,20.25337233,0.026587254
20221221_134238,734,,1301,761.85,20.290006,0.026632547
20221221_134238,765,,1302,762.27,19.99386522,0.026229374
20221221_134238,796,,1303,762.43,19.82868802,0.026007224
20221221_134238,769,,1304,762.01,20.21475359,0.0265282
20221221_134238,778,,1305,761.63,19.92443046,0.026160249
20221221_134238,784,,1306,761.6,19.91547797,0.026149525
20221221_134238,771,,1307,761.29,19.89888327,0.026138375
20221221_134238,766,,1308,760.79,19.95059301,0.026223522
20221221_134238,745,,1309,760.56,19.96427112,0.026249436
20221221_134238,770,,1310,760.26,20.10659473,0.026446998
20221221_134238,726,,1311,760.09,20.30778076,0.0267176
