Time,CameraA Max,,,,,
20221221_134125,793,,,MEAN,STD,RSD
20221221_134409,623,,2931,593.88,20.908787,0.035207091
20221221_134410,596,,2932,593.88,20.908787,0.035207091
20221221_134410,579,,2933,593.87,20.89495372,0.03518439
20221221_134410,602,,2934,593.75,20.91704394,0.035228706
20221221_134410,602,,2935,593.96,20.87283286,0.035141816
20221221_134410,602,,2936,593.96,20.87283286,0.035141816
20221221_134410,596,,2937,593.99,20.88665661,0.035163314
20221221_134410,614,,2938,594.03,20.90597276,0.035193463
20221221_134410,585,,2939,594.06,20.91098015,0.035200115
20221221_134410,547,,2940,593.92,20.82281189,0.035059961
20221221_134410,525,,2941,593.76,20.95310782,0.03528885
20221221_134410,572,,2942,593.91,20.6667131,0.034797719
20221221_134410,577,,2943,594.44,19.52999247,0.032854439
20221221_134410,601,,2944,594.64,19.3998438,0.032624519
20221221_134410,627,,2945,594.41,19.74437396,0.033216759
20221221_134410,617,,2946,593.94,20.14132894,0.033911387
20221221_134410,633,,2947,593.25,20.17918469,0.034014639
20221221_134410,615,,2948,592.47,20.75127111,0.035025016
20221221_134410,608,,2949,591.66,20.73411282,0.035043966
20221221_134411,587,,2950,591.39,20.60248833,0.034837397
20221221_134411,592,,2951,591.08,20.58325297,0.034823125
20221221_134411,585,,2952,590.97,20.63460612,0.034916504
20221221_134411,614,,2953,591.25,20.83769651,0.035243461
20221221_134411,611,,2954,591.37,20.83589318,0.03523326
20221221_134411,602,,2955,591.19,20.71582375,0.03504089
20221221_134411,615,,2956,591.13,20.66649804,0.034961004
20221221_134411,584,,2957,591.17,20.69160519,0.035001108
20221221_134411,604,,2958,590.89,20.55487605,0.034786299
20221221_134411,618,,2959,590.86,20.56721919,0.034808955
20221221_134411,625,,2960,590.72,20.52447664,0.034744848
20221221_134411,639,,2961,590.57,20.37737654,0.034504591
20221221_134411,617,,2962,590.32,20.10220351,0.034053062
20221221_134411,617,,2963,589.64,19.58226367,0.033210541
20221221_134411,610,,2964,589.17,19.48273258,0.0330681
20221221_134411,601,,2965,588.54,19.59201033,0.033289174
20221221_134411,608,,2966,588.4,19.4868513,0.033118374
20221221_134411,574,,2967,588.39,19.48057567,0.033108271
20221221_134412,611,,2968,588.42,19.51336243,0.033162303
20221221_134412,596,,2969,588.69,19.49861171,0.033122037
20221221_134412,601,,2970,588.72,19.53555681,0.033183104
20221221_134412,633,,2971,588.54,19.5507214,0.033219019
20221221_134412,614,,2972,588.49,19.52491027,0.033177981
20221221_134412,595,,2973,588.08,19.00434825,0.032315923
20221221_134412,614,,2974,587.89,18.83682992,0.032041419
20221221_134412,591,,2975,587.92,18.85065173,0.032063294
20221221_134412,612,,2976,587.69,18.66866602,0.031766179
20221221_134412,572,,2977,587.39,18.85505318,0.032099718
20221221_134412,579,,2978,587.31,18.76634372,0.031953046
20221221_134412,612,,2979,587.59,18.74447797,0.031900608
20221221_134412,592,,2980,587.81,18.77172546,0.031935022
20221221_134412,560,,2981,587.57,18.61207113,0.031676347
20221221_134412,552,,2982,587.3,18.7425406,0.031913061
20221221_134412,601,,2983,587.46,18.57467593,0.031618622
20221221_134412,601,,2984,587.64,18.31294734,0.031163548
20221221_134413,603,,2985,587.6,18.2878223,0.031122911
20221221_134413,622,,2986,587.66,18.34199245,0.031211912
20221221_134413,587,,2987,587.55,18.28195279,0.031115569
20221221_134413,603,,2988,587.12,17.96645584,0.030600994
20221221_134413,572,,2989,586.98,18.02186102,0.030702683
20221221_134413,565,,2990,586.94,17.99035656,0.0306511
20221221_134413,538,,2991,587.05,17.93161814,0.0305453
20221221_134413,558,,2992,587.24,17.79576615,0.030304077
20221221_134413,577,,2993,587.78,17.0918966,0.029078731
20221221_134413,570,,2994,588.1,16.82620611,0.028611131
20221221_134413,585,,2995,588.29,16.80686187,0.028569008
20221221_134413,550,,2996,588.22,16.89813808,0.028727582
20221221_134413,577,,2997,588.11,16.95501773,0.028829671
20221221_134413,586,,2998,588.49,16.51231252,0.028058782
20221221_134413,588,,2999,588.37,16.6397692,0.028281131
20221221_134413,603,,3000,588.47,16.65542348,0.028302927
20221221_134413,616,,3001,588.41,16.66793632,0.028327079
20221221_134413,618,,3002,588.19,16.61853353,0.028253683
20221221_134414,581,,3003,587.81,16.40934385,0.027916068
20221221_134414,593,,3004,587.43,16.14095425,0.027477239
20221221_134414,590,,3005,587.22,16.36057098,0.027861059
20221221_134414,592,,3006,586.9,16.55813145,0.028212867
20221221_134414,623,,3007,586.67,16.67397113,0.02842138
20221221_134414,593,,3008,586.46,16.7382825,0.028541218
20221221_134414,600,,3009,585.89,16.4494297,0.028075969
20221221_134414,592,,3010,585.61,16.56508132,0.028286883
20221221_134414,595,,3011,585.53,16.51412313,0.028203718
20221221_134414,600,,3012,585.23,16.66718484,0.028479717
20221221_134414,604,,3013,584.98,16.70660669,0.028559278
20221221_134414,594,,3014,584.62,16.76744079,0.028680922
20221221_134414,586,,3015,584.32,16.68537132,0.028555195
20221221_134414,593,,3016,584.32,16.68537132,0.028555195
20221221_134414,576,,3017,584.37,16.69794338,0.028574265
20221221_134414,604,,3018,584.22,16.68700577,0.02856288
20221221_134414,577,,3019,584.38,16.68409997,0.028550087
20221221_134414,580,,3020,584.11,16.58153713,0.028387696
20221221_134415,582,,3021,584.26,16.58441522,0.028385334
20221221_134415,585,,3022,584.38,16.59668946,0.028400509
20221221_134415,603,,3023,584.44,16.59884382,0.02840128
20221221_134415,563,,3024,584.83,17.06378704,0.029177346
20221221_134415,583,,3025,584.76,17.00274488,0.02907645
20221221_134415,581,,3026,585.14,16.93601744,0.028943531
20221221_134415,578,,3027,585.02,16.99374811,0.029048149
20221221_134415,583,,3028,584.94,17.03165205,0.029116921
20221221_134415,573,,3029,584.66,17.3736245,0.029715774
20221221_134415,606,,3030,584.49,17.47291988,0.029894301
20221221_134415,622,,3031,584.45,17.50403994,0.029949594
20221221_134415,584,,3032,584.21,17.36959784,0.029731771
20221221_134415,600,,3033,583.71,16.98620653,0.029100421
20221221_134415,602,,3034,583.83,17.03060525,0.029170487
20221221_134415,605,,3035,583.79,16.99690703,0.029114762
20221221_134415,606,,3036,583.69,16.91792129,0.028984429
20221221_134415,599,,3037,583.51,16.78412851,0.02876408
20221221_134415,600,,3038,583.23,16.63806941,0.028527458
20221221_134416,569,,3039,582.94,16.61313828,0.028498882
20221221_134416,562,,3040,582.53,16.69358735,0.028657043
20221221_134416,578,,3041,582.71,16.64319256,0.028561707
20221221_134416,592,,3042,582.91,16.51145608,0.02832591
20221221_134416,554,,3043,582.93,16.5066592,0.028316709
20221221_134416,554,,3044,582.74,16.51055371,0.028332625
20221221_134416,558,,3045,582.95,16.27315755,0.027915186
20221221_134416,539,,3046,582.98,16.22193303,0.027825883
20221221_134416,552,,3047,583.16,16.04080655,0.027506699
20221221_134416,588,,3048,583.55,15.41832505,0.026421601
20221221_134416,577,,3049,583.98,15.12639008,0.02590224
20221221_134416,576,,3050,583.97,15.12403599,0.025898652
20221221_134416,620,,3051,584.27,15.28110671,0.026154187
20221221_134416,597,,3052,584.42,15.27272607,0.026133134
20221221_134416,596,,3053,584.09,14.84675593,0.02541861
20221221_134416,605,,3054,583.79,14.88629971,0.025499409
20221221_134416,606,,3055,583.43,15.02271344,0.025748956
20221221_134417,587,,3056,583.31,14.89606754,0.025537137
20221221_134417,581,,3057,582.95,14.77670498,0.025348152
20221221_134417,590,,3058,582.82,14.7978841,0.025390145
20221221_134417,603,,3059,583.12,15.06234854,0.025830616
20221221_134417,600,,3060,582.96,15.07350341,0.02585684
20221221_134417,571,,3061,582.49,15.17473645,0.026051497
20221221_134417,570,,3062,582.14,15.17042577,0.026059755
20221221_134417,554,,3063,582.06,15.25064662,0.026201159
20221221_134417,596,,3064,581.94,15.39304579,0.026451259
20221221_134417,600,,3065,581.91,15.45086379,0.026551982
20221221_134417,611,,3066,581.57,15.51164763,0.026672022
20221221_134417,601,,3067,581.36,15.40137735,0.02649198
20221221_134417,614,,3068,581.09,15.11043188,0.0260036
20221221_134417,578,,3069,580.88,14.97626405,0.025782027
20221221_134417,596,,3070,580.64,14.6284074,0.025193592
20221221_134417,592,,3071,580.32,15.03119988,0.025901571
20221221_134417,595,,3072,579.6,15.96777057,0.027549639
20221221_134417,598,,3073,579.02,16.55537387,0.028592059
20221221_134418,591,,3074,578.61,16.66296626,0.028798269
20221221_134418,561,,3075,578.12,16.80685286,0.029071564
20221221_134418,604,,3076,578.14,16.82351649,0.029099382
20221221_134418,600,,3077,578.48,16.81718698,0.029071337
20221221_134418,601,,3078,578.3,16.63663962,0.028768182
20221221_134418,588,,3079,578.22,16.55024795,0.028622752
20221221_134418,565,,3080,577.85,16.44911038,0.028466056
20221221_134418,576,,3081,577.87,16.46278632,0.028488737
20221221_134418,570,,3082,578.12,16.45519168,0.02846328
20221221_134418,597,,3083,578.43,16.70495904,0.028879828
20221221_134418,607,,3084,578.67,16.75495102,0.028954242
20221221_134418,592,,3085,578.6,16.6921018,0.028849122
20221221_134418,579,,3086,578.32,16.44389297,0.0284339
20221221_134418,573,,3087,578.37,16.4934361,0.028517102
20221221_134418,599,,3088,578.52,16.56726723,0.028637328
20221221_134418,583,,3089,578.63,16.56676422,0.028631015
20221221_134418,584,,3090,578.28,16.50165587,0.028535754
20221221_134418,592,,3091,578.2,16.49793375,0.028533265
20221221_134419,590,,3092,578.07,16.50298718,0.028548424
20221221_134419,596,,3093,577.88,16.45028015,0.028466602
20221221_134419,563,,3094,577.58,16.5004928,0.028568324
20221221_134419,574,,3095,577.18,16.53424973,0.028646609
20221221_134419,588,,3096,577.22,16.50441019,0.028592928
20221221_134419,565,,3097,577.12,16.55433661,0.028684393
20221221_134419,596,,3098,577.05,16.52263522,0.028632935
20221221_134419,582,,3099,577.09,16.49799192,0.028588248
20221221_134419,581,,3100,576.54,16.77565576,0.029097124
20221221_134419,578,,3101,576.29,16.87942684,0.029289814
20221221_134419,580,,3102,576.38,16.92871567,0.029370755
20221221_134419,560,,3103,576.2,17.00683166,0.029515501
20221221_134419,561,,3104,575.51,18.2083869,0.031638698
20221221_134419,567,,3105,575.45,18.26979347,0.031748707
20221221_134419,571,,3106,575.21,18.61589144,0.032363644
20221221_134419,566,,3107,575.2,18.62061419,0.032372417
20221221_134419,565,,3108,575.45,18.73115214,0.032550443
20221221_134419,592,,3109,575.71,18.77904215,0.032618926
20221221_134420,562,,3110,576.18,19.09380353,0.033138609
20221221_134420,570,,3111,576.05,19.02915095,0.033033853
20221221_134420,564,,3112,576.09,19.00350579,0.032987043
20221221_134420,574,,3113,576.36,19.10762712,0.033152244
20221221_134420,594,,3114,576.62,19.11463557,0.033149449
20221221_134420,591,,3115,576.59,19.12114225,0.033162459
20221221_134420,578,,3116,576.35,19.05090204,0.033054398
20221221_134420,592,,3117,576.13,19.00699233,0.032990805
20221221_134420,577,,3118,576.09,19.00722616,0.032993501
20221221_134420,592,,3119,575.9,18.94143019,0.032890138
20221221_134420,592,,3120,575.68,19.05594104,0.033101621
20221221_134420,588,,3121,575.4,19.01939467,0.033054214
20221221_134420,624,,3122,575.25,18.94616243,0.032935528
20221221_134420,596,,3123,575.12,18.9023434,0.032866782
20221221_134420,601,,3124,574.65,18.24766486,0.031754398
20221221_134420,571,,3125,574.53,18.14501351,0.03158236
20221221_134420,573,,3126,574.26,17.94695889,0.031252323
20221221_134420,550,,3127,574.25,17.94907217,0.031256547
20221221_134421,566,,3128,574.14,17.99046886,0.031334638
20221221_134421,569,,3129,574.38,17.82449795,0.031032588
20221221_134421,582,,3130,574.35,17.84126134,0.031063396
20221221_134421,572,,3131,574.49,17.8537804,0.031077617
20221221_134421,596,,3132,574.43,17.83836236,0.031054023
20221221_134421,596,,3133,574.65,17.9434437,0.031224996
20221221_134421,592,,3134,574.51,17.82943599,0.031034161
20221221_134421,587,,3135,574.24,17.70471603,0.030831562
20221221_134421,578,,3136,573.96,17.64230453,0.030737864
20221221_134421,570,,3137,573.64,17.69353018,0.03084431
20221221_134421,559,,3138,573.24,18.04266548,0.031474889
20221221_134421,587,,3139,573.27,18.03971768,0.0314681
20221221_134421,582,,3140,573.31,18.01217041,0.031417855
20221221_134421,580,,3141,573.31,18.01217041,0.031417855
20221221_134421,573,,3142,573.27,17.99711256,0.031393781
20221221_134421,575,,3143,573.33,18.02974815,0.031447418
20221221_134421,557,,3144,573.4,18.04203845,0.031465013
20221221_134422,576,,3145,572.69,19.32951634,0.033752146
20221221_134422,578,,3146,572.46,19.65223919,0.034329454
20221221_134422,595,,3147,571.94,20.23689001,0.03538289
20221221_134422,587,,3148,571.66,20.34560981,0.035590403
20221221_134422,607,,3149,571.62,20.30314699,0.035518609
20221221_134422,591,,3150,571.49,20.24521143,0.035425312
20221221_134422,587,,3151,571.32,20.01407585,0.035031289
20221221_134422,567,,3152,571.31,20.00439093,0.03501495
20221221_134422,560,,3153,571.1515152,20.04299645,0.035092258
20221221_134422,593,,3154,571.1938776,20.14159064,0.035262266
20221221_134422,570,,3155,571.3092784,20.21363032,0.035381239
20221221_134422,574,,3156,571.0833333,20.19623032,0.035364769
20221221_134422,611,,3157,571.0947368,20.30306218,0.035551128
20221221_134422,574,,3158,571.0638298,20.40967961,0.035739752
20221221_134422,556,,3159,570.6344086,20.08881635,0.035204355
20221221_134422,565,,3160,570.5978261,20.19577792,0.035394067
20221221_134422,563,,3161,570.7582418,20.24864366,0.035476743
20221221_134422,558,,3162,570.8222222,20.35283034,0.035655287
20221221_134423,551,,3163,570.9101124,20.45096155,0.035821684
20221221_134423,562,,3164,571.0568182,20.52100575,0.035935138
20221221_134423,579,,3165,571.2873563,20.52503182,0.035927684
20221221_134423,584,,3166,571.3953488,20.62053749,0.036088039
20221221_134423,580,,3167,571.3058824,20.72611852,0.036278497
20221221_134423,590,,3168,571.1547619,20.80343695,0.036423468
20221221_134423,546,,3169,571.0481928,20.90682209,0.036611309
20221221_134423,524,,3170,570.8170732,20.92852507,0.036664154
20221221_134423,534,,3171,571.1234568,20.87305842,0.036547367
20221221_134423,554,,3172,571.7125,20.31598096,0.03553531
20221221_134423,549,,3173,572.1898734,19.98914831,0.034934467
20221221_134423,593,,3174,572.4230769,20.01007488,0.034956793
20221221_134423,595,,3175,572.7272727,19.95892912,0.034848924
20221221_134423,586,,3176,572.4605263,19.95290508,0.034854639
20221221_134423,592,,3177,572.16,19.91335285,0.034803819
20221221_134423,564,,3178,571.972973,19.98285085,0.034936705
20221221_134423,590,,3179,571.6986301,19.98032708,0.034949055
20221221_134423,590,,3180,571.8055556,20.0994982,0.035150932
20221221_134424,607,,3181,571.5492958,20.12375195,0.035209127
20221221_134424,594,,3182,571.2857143,20.14522841,0.035262965
20221221_134424,590,,3183,570.7681159,19.81839975,0.034722332
20221221_134424,579,,3184,570.4264706,19.75998986,0.034640731
20221221_134424,597,,3185,570.1343284,19.76060937,0.034659568
20221221_134424,594,,3186,570,19.88118554,0.034879273
20221221_134424,584,,3187,569.5846154,19.74516737,0.034665907
20221221_134424,564,,3188,569.203125,19.65833535,0.034536591
20221221_134424,575,,3189,568.968254,19.72551014,0.034668912
20221221_134424,571,,3190,569.0483871,19.87619667,0.034928834
20221221_134424,573,,3191,568.9508197,20.0261714,0.035198423
20221221_134424,560,,3192,568.9166667,20.19338008,0.035494443
20221221_134424,556,,3193,568.8474576,20.35953861,0.035790858
20221221_134424,567,,3194,569,20.50331595,0.036033947
20221221_134424,564,,3195,569.2280702,20.61121188,0.036209057
20221221_134424,581,,3196,569.2678571,20.79553367,0.036530314
20221221_134424,569,,3197,569.3636364,20.97473227,0.036838904
20221221_134424,541,,3198,569.1481481,21.11014011,0.037090765
20221221_134425,557,,3199,569.1509434,21.31214553,0.037445507
20221221_134425,590,,3200,569.6923077,21.14890111,0.037123375
20221221_134425,560,,3201,569.9411765,21.28230417,0.037341229
20221221_134425,511,,3202,569.54,21.30268738,0.037403321
20221221_134425,554,,3203,569.7346939,21.47845385,0.037699045
20221221_134425,537,,3204,570.9583333,19.90504943,0.034862525
20221221_134425,566,,3205,571.3191489,19.96094707,0.034938348
20221221_134425,596,,3206,572.0652174,19.50772175,0.034100521
20221221_134425,592,,3207,572.2,19.70648255,0.034439851
20221221_134425,612,,3208,571.6590909,19.59347682,0.034274758
20221221_134425,579,,3209,571.1860465,19.56948039,0.034261132
20221221_134425,566,,3210,570.2142857,18.72722775,0.032842439
20221221_134425,597,,3211,570,18.9076704,0.033171352
20221221_134425,590,,3212,570.1,19.13755872,0.033568775
20221221_134425,571,,3213,569.4102564,18.87732969,0.033152423
20221221_134425,570,,3214,568.8684211,18.82087836,0.033084766
20221221_134425,569,,3215,568.8108108,19.0770919,0.033538554
20221221_134426,574,,3216,568.7777778,19.34662925,0.03401439
20221221_134426,573,,3217,568.7714286,19.62903868,0.034511295
20221221_134426,555,,3218,568.6176471,19.90281647,0.035002108
20221221_134426,564,,3219,568.4848485,20.19610298,0.035526194
20221221_134426,577,,3220,568.90625,20.37132611,0.035807879
20221221_134426,575,,3221,569.0645161,20.68805692,0.036354502
20221221_134426,577,,3222,568.8,20.98833831,0.036899329
20221221_134426,584,,3223,568.5862069,21.32657169,0.037508071
20221221_134426,574,,3224,568.2857143,21.65530838,0.038106375
20221221_134426,570,,3225,567.7037037,21.84352538,0.038476982
20221221_134426,562,,3226,567.4615385,22.23912007,0.039190533
20221221_134426,574,,3227,567.36,22.69155496,0.039994985
20221221_134426,563,,3228,567.5833333,23.15151731,0.040789636
20221221_134426,583,,3229,567.3043478,23.63055569,0.041654106
20221221_134426,576,,3230,567.5,24.16756977,0.042586026
20221221_134426,594,,3231,566.7619048,24.50898766,0.043243887
20221221_134426,582,,3232,566.3,25.05173594,0.04423757
20221221_134426,569,,3233,564.8421053,24.8512534,0.043996815
20221221_134427,564,,3234,563.8888889,25.2117827,0.044710551
20221221_134427,555,,3235,563.5882353,25.95442839,0.046052112
20221221_134427,538,,3236,563.5625,26.80539436,0.047564191
