Time,CameraA Max,CameraA Mean,CameraB Max,CameraB Mean,CameraA Max1,CameraA Max2,CameraA Max3,CameraA Max4,CameraA Max5,CameraB Max1,CameraB Max2,CameraB Max3,CameraB Max4,CameraB Max5
20221022_130336,78,86,170,170
20221022_130336,92,86,172,170
20221022_130336,83,86,170,170
20221022_130336,80,86,169,170
20221022_130336,80,86,166,170
20221022_130336,79,86,167,170
20221022_130336,89,86,165,170
20221022_130337,77,86,173,170
20221022_130337,79,85,173,170
20221022_130337,84,85,172,170
20221022_130337,89,85,165,171
20221022_130337,78,85,169,171
20221022_130337,89,85,177,171
20221022_130337,90,85,167,170
20221022_130337,82,85,169,170
20221022_130337,94,85,169,170
20221022_130338,91,85,175,170
20221022_130338,83,85,165,170
20221022_130338,89,85,176,171
20221022_130338,93,85,155,170
20221022_130338,84,85,179,170
20221022_130338,84,85,163,170
20221022_130338,88,85,171,170
20221022_130338,89,85,158,170
20221022_130339,94,86,168,170
20221022_130339,86,85,165,170
20221022_130339,91,85,168,170
20221022_130339,95,86,176,170
20221022_130339,84,86,161,169
20221022_130339,92,86,165,169
20221022_130339,89,86,170,169
20221022_130339,76,86,160,169
20221022_130339,80,85,168,169
20221022_130340,86,85,157,169
20221022_130340,90,85,169,168
20221022_130340,85,85,167,168
20221022_130340,86,85,168,168
20221022_130340,95,85,173,168
20221022_130340,88,86,170,168
20221022_130340,96,86,169,168
20221022_130340,88,86,160,168
20221022_130340,80,85,165,168
20221022_130341,90,85,176,168
20221022_130341,84,85,171,168
20221022_130341,87,85,163,168
20221022_130341,85,85,171,168
20221022_130341,89,86,173,168
20221022_130341,88,86,167,168
20221022_130341,80,86,170,168
20221022_130341,90,86,165,168
20221022_130342,92,86,175,168
20221022_130342,80,86,161,168
20221022_130342,86,86,170,168
20221022_130342,86,86,176,168
20221022_130342,89,86,178,168
20221022_130342,92,86,160,168
20221022_130342,90,87,173,168
20221022_130342,83,86,160,168
20221022_130342,87,87,187,168
20221022_130343,80,87,179,168
20221022_130343,78,87,179,168
20221022_130343,85,86,169,168
20221022_130343,91,87,167,168
20221022_130343,88,87,175,168
20221022_130343,98,87,157,168
20221022_130343,83,87,167,168
20221022_130343,88,87,161,168
20221022_130343,87,87,161,168
